日期	收盘	开盘	高	低	百分比变化
2017年11月14日	6.6363	6.6398	6.6451	6.6344	-0.06%
2017年11月13日	6.6405	6.6500	6.6531	6.6386	-0.01%
2017年11月10日	6.6414	6.6394	6.6466	6.6361	0.02%
2017年11月9日	6.6403	6.6274	6.6441	6.6266	0.19%
2017年11月8日	6.6280	6.6411	6.6467	6.6257	-0.18%
2017年11月7日	6.6400	6.6321	6.6421	6.6224	0.09%
2017年11月6日	6.6338	6.6387	6.6434	6.6303	-0.08%
2017年11月3日	6.6390	6.6098	6.6399	6.6066	0.46%
2017年11月2日	6.6089	6.6039	6.6132	6.5851	0.09%
2017年11月1日	6.6029	6.6339	6.6385	6.6011	-0.48%
2017年10月31日	6.6349	6.6461	6.6461	6.6250	-0.17%
2017年10月30日	6.6465	6.6481	6.6526	6.6445	-0.07%
2017年10月27日	6.6514	6.6408	6.6632	6.6407	0.13%
2017年10月26日	6.6426	6.6384	6.6435	6.6319	0.05%
2017年10月25日	6.6391	6.6376	6.6491	6.6352	0.05%
2017年10月24日	6.6358	6.6403	6.6403	6.6269	-0.06%
2017年10月23日	6.6400	6.6205	6.6411	6.6205	0.29%
2017年10月20日	6.6205	6.6145	6.6271	6.6050	0.08%
2017年10月19日	6.6151	6.6275	6.6391	6.6126	-0.19%
2017年10月18日	6.6274	6.6245	6.6291	6.6079	0.06%
2017年10月17日	6.6235	6.5900	6.6248	6.5899	0.51%
2017年10月16日	6.5899	6.5799	6.5944	6.5743	0.16%
2017年10月13日	6.5796	6.5866	6.5886	6.5737	-0.13%
2017年10月12日	6.5880	6.5896	6.5996	6.5838	-0.03%
2017年10月11日	6.5903	6.5724	6.6002	6.5724	0.29%
2017年10月10日	6.5714	6.6238	6.6238	6.5714	-0.82%
2017年10月9日	6.6255	6.6553	6.6571	6.6221	-0.42%
2017年10月6日	6.6534	6.6534	6.6534	6.6534	0.00%
2017年10月5日	6.6534	6.6534	6.6534	6.6534	0.00%
2017年10月4日	6.6534	6.6534	6.6534	6.6534	0.00%
2017年10月3日	6.6534	6.6534	6.6534	6.6534	0.00%
2017年10月2日	6.6534	6.6534	6.6534	6.6534	0.00%
2017年9月29日	6.6534	6.6571	6.6821	6.6368	-0.16%
2017年9月28日	6.6640	6.6437	6.6780	6.6437	0.32%
2017年9月27日	6.6425	6.6371	6.6447	6.6321	0.04%
2017年9月26日	6.6400	6.6180	6.6418	6.6144	0.28%
2017年9月25日	6.6212	6.5919	6.6226	6.5919	0.46%
2017年9月22日	6.5911	6.5873	6.5996	6.5732	0.02%
2017年9月21日	6.5899	6.5739	6.6041	6.5739	0.23%
2017年9月20日	6.5749	6.5849	6.5849	6.5675	-0.14%
2017年9月19日	6.5838	6.5762	6.6006	6.5758	0.15%
2017年9月18日	6.5742	6.5476	6.5758	6.5473	0.33%
2017年9月15日	6.5526	6.5545	6.5552	6.5388	-0.05%
2017年9月14日	6.5560	6.5440	6.5601	6.5440	0.20%
2017年9月13日	6.5430	6.5364	6.5431	6.5236	0.12%
2017年9月12日	6.5354	6.5274	6.5498	6.5272	0.09%
2017年9月11日	6.5297	6.5093	6.5303	6.5016	0.74%
2017年9月8日	6.4817	6.4874	6.4874	6.4390	-0.08%
2017年9月7日	6.4866	6.5255	6.5321	6.4855	-0.57%
2017年9月6日	6.5240	6.5364	6.5485	6.5194	-0.23%
2017年9月5日	6.5388	6.5312	6.5579	6.5194	0.12%
2017年9月4日	6.5309	6.5592	6.5605	6.5217	-0.43%
2017年9月1日	6.5591	6.5927	6.5927	6.5516	-0.47%
2017年8月31日	6.5899	6.5927	6.6025	6.5876	-0.07%
2017年8月30日	6.5944	6.5971	6.5998	6.5823	-0.04%
2017年8月29日	6.5968	6.6220	6.6250	6.5938	-0.29%
2017年8月28日	6.6159	6.6467	6.6467	6.6159	-0.51%
2017年8月25日	6.6498	6.6632	6.6707	6.6463	-0.18%
2017年8月24日	6.6620	6.6589	6.6661	6.6541	0.05%
2017年8月23日	6.6589	6.6620	6.6693	6.6585	-0.05%
2017年8月22日	6.6624	6.6654	6.6654	6.6546	-0.05%
2017年8月21日	6.6656	6.6726	6.6762	6.6656	-0.08%
2017年8月18日	6.6712	6.6742	6.6828	6.6677	-0.06%
2017年8月17日	6.6755	6.6925	6.6925	6.6657	-0.24%
2017年8月16日	6.6916	6.6860	6.6981	6.6825	0.09%
2017年8月15日	6.6855	6.6705	6.6864	6.6690	0.22%
2017年8月14日	6.6711	6.6619	6.6727	6.6570	0.10%
2017年8月11日	6.6647	6.6495	6.6801	6.6495	0.26%
2017年8月10日	6.6475	6.6734	6.6734	6.6464	-0.40%
2017年8月9日	6.6739	6.7068	6.7075	6.6708	-0.49%
2017年8月8日	6.7065	6.7222	6.7222	6.6966	-0.22%
2017年8月7日	6.7214	6.7264	6.7290	6.7171	-0.11%
2017年8月4日	6.7290	6.7168	6.7306	6.7149	0.18%
2017年8月3日	6.7169	6.7219	6.7331	6.7169	-0.07%
2017年8月2日	6.7219	6.7189	6.7297	6.7189	0.06%
2017年8月1日	6.7181	6.7252	6.7252	6.7157	-0.12%
2017年7月31日	6.7265	6.7387	6.7387	6.7232	-0.16%
2017年7月28日	6.7374	6.7422	6.7498	6.7364	-0.08%
2017年7月27日	6.7430	6.7550	6.7550	6.7250	-0.16%
2017年7月26日	6.7539	6.7504	6.7595	6.7504	0.04%
2017年7月25日	6.7511	6.7504	6.7568	6.7425	0.00%
2017年7月24日	6.7511	6.7687	6.7687	6.7507	-0.23%
2017年7月21日	6.7669	6.7576	6.7705	6.7555	0.11%
2017年7月20日	6.7595	6.7536	6.7744	6.7536	0.11%
2017年7月19日	6.7519	6.7458	6.7591	6.7458	0.08%
2017年7月18日	6.7463	6.7702	6.7702	6.7416	-0.35%
2017年7月17日	6.7700	6.7751	6.7763	6.7654	-0.09%
2017年7月14日	6.7758	6.7842	6.7860	6.7692	-0.11%
2017年7月13日	6.7835	6.7874	6.7874	6.7766	-0.06%
2017年7月12日	6.7877	6.8022	6.8022	6.7869	-0.22%
2017年7月11日	6.8025	6.8041	6.8086	6.7997	-0.02%
2017年7月10日	6.8036	6.8049	6.8049	6.7998	-0.04%
2017年7月7日	6.8060	6.8011	6.8060	6.7969	0.07%
2017年7月6日	6.8015	6.8020	6.8074	6.7977	0.00%
2017年7月5日	6.8015	6.8005	6.8035	6.7936	0.01%
2017年7月4日	6.8007	6.8007	6.8030	6.7970	0.00%
2017年7月3日	6.8007	6.7781	6.8013	6.7781	0.29%
2017年6月30日	6.7809	6.7856	6.7856	6.7614	-0.09%
2017年6月29日	6.7870	6.8014	6.8014	6.7749	-0.19%
2017年6月28日	6.7998	6.8114	6.8114	6.7944	-0.19%
2017年6月27日	6.8126	6.8408	6.8466	6.8088	-0.42%
2017年6月26日	6.8411	6.8339	6.8468	6.8339	0.07%
2017年6月23日	6.8366	6.8346	6.8454	6.8346	0.02%
2017年6月22日	6.8349	6.8300	6.8365	6.8274	0.08%
2017年6月21日	6.8295	6.8305	6.8363	6.8250	0.00%
2017年6月20日	6.8292	6.8187	6.8360	6.8182	0.14%
2017年6月19日	6.8195	6.8112	6.8199	6.8063	0.13%
2017年6月16日	6.8104	6.8048	6.8162	6.8046	0.04%
2017年6月15日	6.8079	6.7896	6.8079	6.7896	0.24%
2017年6月14日	6.7916	6.7988	6.8007	6.7886	-0.11%
2017年6月13日	6.7991	6.7970	6.7995	6.7965	0.01%
2017年6月12日	6.7982	6.7950	6.7996	6.7948	0.00%
2017年6月9日	6.7980	6.7961	6.8041	6.7955	-0.03%
2017年6月8日	6.8003	6.7964	6.8014	6.7938	0.07%
2017年6月7日	6.7957	6.7863	6.7979	6.7862	0.01%
2017年6月6日	6.7953	6.8037	6.8037	6.7926	-0.13%
2017年6月5日	6.8040	6.7986	6.8059	6.7973	-0.11%
2017年6月2日	6.8117	6.8052	6.8242	6.8045	0.06%
2017年6月1日	6.8078	6.8056	6.8120	6.7878	-0.03%
2017年5月31日	6.8101	6.8528	6.8529	6.8101	-0.66%
2017年5月30日	6.8556	6.8556	6.8556	6.8556	0.00%
2017年5月29日	6.8556	6.8556	6.8556	6.8556	0.00%
2017年5月26日	6.8556	6.8703	6.8703	6.8490	-0.19%
2017年5月25日	6.8689	6.8899	6.8899	6.8654	-0.30%
2017年5月24日	6.8899	6.8896	6.8959	6.8895	-0.00%
2017年5月23日	6.8900	6.8848	6.8941	6.8818	0.05%
2017年5月22日	6.8864	6.8865	6.8960	6.8835	0.02%
2017年5月19日	6.8850	6.8900	6.8974	6.8848	-0.06%
2017年5月18日	6.8892	6.8849	6.8968	6.8848	0.11%
2017年5月17日	6.8819	6.8887	6.8963	6.8819	-0.07%
2017年5月16日	6.8867	6.8926	6.8964	6.8845	-0.09%
2017年5月15日	6.8930	6.9002	6.9032	6.8930	-0.09%
2017年5月12日	6.8994	6.9013	6.9070	6.8994	-0.06%
2017年5月11日	6.9036	6.9035	6.9081	6.9016	0.01%
2017年5月10日	6.9032	6.9071	6.9094	6.8970	-0.06%
2017年5月9日	6.9074	6.9075	6.9095	6.9052	0.04%
2017年5月8日	6.9045	6.8993	6.9067	6.8991	0.02%
2017年5月5日	6.9031	6.8937	6.9032	6.8937	0.10%
2017年5月4日	6.8962	6.8968	6.8988	6.8901	-0.04%
2017年5月3日	6.8989	6.8966	6.8990	6.8907	0.04%
2017年5月2日	6.8960	6.8910	6.8985	6.8910	0.04%
2017年5月1日	6.8935	6.8935	6.8935	6.8935	0.00%
2017年4月28日	6.8935	6.8956	6.9016	6.8903	-0.06%
2017年4月27日	6.8979	6.8939	6.9009	6.8921	0.08%
2017年4月26日	6.8926	6.8833	6.8928	6.8829	0.11%
2017年4月25日	6.8847	6.8863	6.8891	6.8809	-0.00%
2017年4月24日	6.8848	6.8808	6.8882	6.8807	-0.02%
2017年4月21日	6.8859	6.8814	6.8861	6.8789	0.05%
2017年4月20日	6.8822	6.8883	6.8933	6.8819	-0.08%
2017年4月19日	6.8880	6.8798	6.8892	6.8770	0.09%
2017年4月18日	6.8819	6.8841	6.8951	6.8806	-0.01%
2017年4月17日	6.8823	6.8825	6.8916	6.8783	-0.05%
2017年4月14日	6.8854	6.8884	6.8893	6.8821	-0.07%
2017年4月13日	6.8900	6.8925	6.8925	6.8765	-0.02%
2017年4月12日	6.8915	6.8918	6.9019	6.8902	-0.01%
2017年4月11日	6.8923	6.9018	6.9068	6.8910	-0.16%
2017年4月10日	6.9031	6.9093	6.9150	6.9031	0.04%
2017年4月7日	6.9004	6.8981	6.9062	6.8904	0.04%
2017年4月6日	6.8978	6.8943	6.9047	6.8943	0.04%
2017年4月5日	6.8948	6.8860	6.8990	6.8860	0.11%
2017年4月4日	6.8871	6.8871	6.8871	6.8871	0.00%
2017年4月3日	6.8871	6.8871	6.8871	6.8871	0.00%
2017年3月31日	6.8871	6.8909	6.9064	6.8867	-0.03%
2017年3月30日	6.8894	6.8903	6.8974	6.8894	-0.01%
2017年3月29日	6.8900	6.8800	6.8960	6.8800	0.14%
2017年3月28日	6.8802	6.8710	6.8892	6.8707	0.11%
2017年3月27日	6.8728	6.8830	6.8830	6.8677	-0.16%
2017年3月24日	6.8837	6.8877	6.8998	6.8837	-0.03%
2017年3月23日	6.8861	6.8879	6.8949	6.8849	0.05%
2017年3月22日	6.8828	6.8873	6.8959	6.8828	-0.06%
2017年3月21日	6.8869	6.9089	6.9113	6.8869	-0.31%
2017年3月20日	6.9085	6.9049	6.9112	6.9035	0.07%
2017年3月17日	6.9034	6.8984	6.9110	6.8984	0.08%
2017年3月16日	6.8980	6.9162	6.9162	6.8910	-0.24%
2017年3月15日	6.9147	6.9106	6.9173	6.9105	-0.00%
2017年3月14日	6.9150	6.9136	6.9225	6.9131	0.01%
2017年3月13日	6.9145	6.9070	6.9146	6.9060	0.07%
2017年3月10日	6.9095	6.9147	6.9217	6.9080	-0.03%
2017年3月9日	6.9113	6.9129	6.9226	6.9085	-0.03%
2017年3月8日	6.9131	6.9009	6.9132	6.9002	0.15%
2017年3月7日	6.9025	6.8994	6.9071	6.8987	0.07%
2017年3月6日	6.8974	6.8868	6.9005	6.8868	0.00%
2017年3月3日	6.8972	6.8918	6.9079	6.8918	0.11%
2017年3月2日	6.8899	6.8802	6.8911	6.8801	0.12%
2017年3月1日	6.8819	6.8755	6.8826	6.8750	0.21%
2017年2月28日	6.8678	6.8723	6.8730	6.8624	-0.04%
2017年2月27日	6.8708	6.8795	6.8816	6.8689	0.03%
2017年2月24日	6.8690	6.8735	6.8783	6.8690	0.04%
2017年2月23日	6.8661	6.8817	6.8840	6.8646	-0.17%
2017年2月22日	6.8777	6.8795	6.8834	6.8754	-0.09%
2017年2月21日	6.8841	6.8808	6.8895	6.8800	0.08%
2017年2月20日	6.8785	6.8685	6.8826	6.8675	0.17%
2017年2月17日	6.8665	6.8550	6.8735	6.8549	0.19%
2017年2月16日	6.8537	6.8625	6.8639	6.8489	-0.25%
2017年2月15日	6.8711	6.8701	6.8778	6.8633	0.05%
2017年2月14日	6.8674	6.8776	6.8894	6.8589	-0.20%
2017年2月13日	6.8815	6.8817	6.8920	6.8724	0.04%
2017年2月10日	6.8785	6.8761	6.8826	6.8740	0.14%
2017年2月9日	6.8689	6.8680	6.8736	6.8621	-0.05%
2017年2月8日	6.8723	6.8822	6.8938	6.8703	-0.17%
2017年2月7日	6.8843	6.8625	6.8863	6.8612	0.31%
2017年2月6日	6.8630	6.8655	6.8708	6.8590	-0.10%
2017年2月3日	6.8697	6.8700	6.8795	6.8692	-0.17%
2017年2月2日	6.8816	6.8816	6.8816	6.8816	0.00%
2017年2月1日	6.8816	6.8816	6.8816	6.8816	0.00%
2017年1月31日	6.8816	6.8816	6.8816	6.8816	0.00%
2017年1月30日	6.8816	6.8816	6.8816	6.8816	0.00%
2017年1月27日	6.8816	6.8816	6.8816	6.8816	0.00%
2017年1月26日	6.8816	6.8739	6.8856	6.8734	-0.03%
2017年1月25日	6.8836	6.8582	6.8855	6.8582	0.36%
2017年1月24日	6.8590	6.8414	6.8652	6.8414	0.07%
2017年1月23日	6.8540	6.8595	6.8605	6.8360	-0.33%
2017年1月20日	6.8765	6.8616	6.8822	6.8616	0.08%
2017年1月19日	6.8712	6.8632	6.8800	6.8540	0.47%
2017年1月18日	6.8390	6.8531	6.8741	6.8319	-0.23%
2017年1月17日	6.8546	6.9016	6.9059	6.8546	-0.67%
2017年1月16日	6.9009	6.8982	6.9024	6.8932	0.01%
2017年1月13日	6.9005	6.9010	6.9051	6.8871	0.13%
2017年1月12日	6.8915	6.9205	6.9246	6.8889	-0.67%
2017年1月11日	6.9378	6.9267	6.9379	6.9233	0.24%
2017年1月10日	6.9215	6.9321	6.9343	6.9215	-0.23%
2017年1月9日	6.9375	6.9315	6.9381	6.9315	0.24%
2017年1月6日	6.9207	6.8772	6.9404	6.8762	0.45%
2017年1月5日	6.8900	6.9300	6.9324	6.8709	-0.65%
2017年1月4日	6.9351	6.9570	6.9594	6.9351	-0.37%
2017年1月3日	6.9610	6.9569	6.9638	6.9558	0.23%
2017年1月2日	6.9450	6.9450	6.9450	6.9450	0.00%
2016年12月30日	6.9450	6.9555	6.9555	6.9420	-0.15%
2016年12月29日	6.9553	6.9502	6.9576	6.9497	-0.06%
2016年12月28日	6.9593	6.9515	6.9620	6.9515	0.10%
2016年12月27日	6.9525	6.9514	6.9542	6.9464	0.05%
2016年12月26日	6.9489	6.9439	6.9506	6.9439	0.04%
2016年12月23日	6.9464	6.9482	6.9532	6.9442	-0.06%
2016年12月22日	6.9504	6.9452	6.9516	6.9452	0.12%
2016年12月21日	6.9421	6.9501	6.9549	6.9421	-0.12%
2016年12月20日	6.9505	6.9505	6.9595	6.9494	-0.05%
2016年12月19日	6.9539	6.9428	6.9546	6.9428	-0.09%
2016年12月16日	6.9603	6.9520	6.9624	6.9478	0.23%
2016年12月15日	6.9443	6.9058	6.9444	6.9058	0.57%
2016年12月14日	6.9051	6.9025	6.9101	6.9009	0.05%
2016年12月13日	6.9017	6.9078	6.9078	6.9008	-0.08%
2016年12月12日	6.9069	6.9104	6.9187	6.9069	-0.01%
2016年12月9日	6.9077	6.9020	6.9085	6.9009	0.40%
2016年12月8日	6.8799	6.8827	6.8833	6.8759	-0.01%
2016年12月7日	6.8805	6.8815	6.8938	6.8790	-0.02%
2016年12月6日	6.8820	6.8791	6.8821	6.8653	0.01%
2016年12月5日	6.8810	6.8863	6.8933	6.8800	-0.08%
2016年12月2日	6.8865	6.8826	6.8903	6.8822	0.00%
2016年12月1日	6.8865	6.8935	6.8992	6.8865	-0.00%
2016年11月30日	6.8868	6.8864	6.8898	6.8838	-0.14%
2016年11月29日	6.8968	6.8942	6.9021	6.8935	-0.17%
2016年11月28日	6.9088	6.9074	6.9090	6.9028	-0.16%
2016年11月25日	6.9198	6.9222	6.9232	6.9142	0.00%
2016年11月24日	6.9196	6.9230	6.9238	6.9170	-0.01%
2016年11月23日	6.9202	6.8887	6.9203	6.8887	0.44%
2016年11月22日	6.8900	6.8938	6.8938	6.8840	-0.04%
2016年11月21日	6.8928	6.8880	6.9000	6.8864	0.06%
2016年11月18日	6.8887	6.8764	6.8929	6.8764	0.15%
2016年11月17日	6.8783	6.8792	6.8792	6.8697	-0.03%
2016年11月16日	6.8804	6.8604	6.8804	6.8604	0.31%
2016年11月15日	6.8591	6.8445	6.8675	6.8445	0.18%
2016年11月14日	6.8468	6.8111	6.8472	6.8111	0.50%
2016年11月11日	6.8125	6.8170	6.8193	6.7989	0.16%
2016年11月10日	6.8019	6.7939	6.8022	6.7918	0.32%
2016年11月9日	6.7800	6.7851	6.7877	6.7581	-0.11%
2016年11月8日	6.7874	6.7774	6.7877	6.7774	0.16%
2016年11月7日	6.7766	6.7560	6.7783	6.7560	0.30%
2016年11月4日	6.7565	6.7642	6.7649	6.7564	-0.12%
2016年11月3日	6.7646	6.7578	6.7664	6.7578	0.11%
2016年11月2日	6.7570	6.7617	6.7678	6.7569	-0.14%
2016年11月1日	6.7665	6.7770	6.7803	6.7651	-0.14%
2016年10月31日	6.7758	6.7715	6.7758	6.7703	-0.05%
2016年10月28日	6.7790	6.7850	6.7899	6.7782	-0.09%
2016年10月27日	6.7851	6.7752	6.7851	6.7752	0.21%
2016年10月26日	6.7711	6.7726	6.7747	6.7671	-0.15%
2016年10月25日	6.7812	6.7760	6.7841	6.7760	0.09%
2016年10月24日	6.7752	6.7645	6.7764	6.7645	0.13%
2016年10月21日	6.7667	6.7452	6.7672	6.7452	0.32%
2016年10月20日	6.7454	6.7385	6.7454	6.7355	0.11%
2016年10月19日	6.7379	6.7367	6.7413	6.7359	-0.04%
2016年10月18日	6.7409	6.7359	6.7419	6.7331	0.05%
2016年10月17日	6.7375	6.7324	6.7425	6.7321	0.13%
2016年10月14日	6.7289	6.7260	6.7289	6.7217	0.02%
2016年10月13日	6.7274	6.7277	6.7341	6.7238	0.13%
2016年10月12日	6.7190	6.7161	6.7237	6.7140	-0.04%
2016年10月11日	6.7220	6.7091	6.7220	6.7078	0.22%
2016年10月10日	6.7074	6.6704	6.7081	6.6704	0.54%
2016年10月7日	6.6716	6.6716	6.6716	6.6716	0.00%
2016年10月6日	6.6716	6.6716	6.6716	6.6716	0.00%
2016年10月5日	6.6716	6.6716	6.6716	6.6716	0.00%
2016年10月4日	6.6716	6.6716	6.6716	6.6716	0.00%
2016年10月3日	6.6716	6.6716	6.6716	6.6716	0.00%
2016年9月30日	6.6716	6.6681	6.6739	6.6666	0.06%
2016年9月29日	6.6673	6.6753	6.6753	6.6650	-0.12%
2016年9月28日	6.6752	6.6718	6.6756	6.6673	0.08%
2016年9月27日	6.6701	6.6693	6.6708	6.6661	0.02%
2016年9月26日	6.6689	6.6732	6.6732	6.6689	-0.01%
2016年9月23日	6.6695	6.6661	6.6715	6.6635	0.07%
2016年9月22日	6.6648	6.6638	6.6732	6.6638	-0.11%
2016年9月21日	6.6721	6.6742	6.6759	6.6720	0.00%
2016年9月20日	6.6720	6.6701	6.6745	6.6670	0.05%
2016年9月19日	6.6685	6.6741	6.6755	6.6639	-0.07%
2016年9月16日	6.6734	6.6734	6.6734	6.6734	0.00%
2016年9月15日	6.6734	6.6734	6.6734	6.6734	0.00%
2016年9月14日	6.6734	6.6822	6.6822	6.6707	-0.09%
2016年9月13日	6.6794	6.6807	6.6814	6.6761	-0.01%
2016年9月12日	6.6802	6.6784	6.6823	6.6765	0.03%
2016年9月9日	6.6780	6.6662	6.6842	6.6662	0.21%
2016年9月8日	6.6643	6.6623	6.6691	6.6560	0.03%
2016年9月7日	6.6625	6.6751	6.6751	6.6617	-0.20%
2016年9月6日	6.6756	6.6799	6.6903	6.6756	-0.01%
2016年9月5日	6.6766	6.6806	6.6822	6.6752	-0.06%
2016年9月2日	6.6805	6.6762	6.6832	6.6743	0.13%
2016年9月1日	6.6715	6.6779	6.6807	6.6715	-0.12%
2016年8月31日	6.6793	6.6797	6.6823	6.6775	-0.03%
2016年8月30日	6.6811	6.6791	6.6837	6.6752	0.05%
2016年8月29日	6.6777	6.6753	6.6809	6.6700	0.09%
2016年8月26日	6.6719	6.6620	6.6723	6.6565	0.19%
2016年8月25日	6.6593	6.6594	6.6638	6.6540	0.00%
2016年8月24日	6.6590	6.6433	6.6597	6.6406	0.27%
2016年8月23日	6.6409	6.6534	6.6542	6.6406	-0.15%
2016年8月22日	6.6507	6.6660	6.6691	6.6463	-0.04%
2016年8月19日	6.6532	6.6314	6.6551	6.6314	0.33%
2016年8月18日	6.6312	6.6343	6.6350	6.6201	-0.05%
2016年8月17日	6.6343	6.6256	6.6365	6.6225	0.14%
2016年8月16日	6.6253	6.6383	6.6410	6.6149	-0.19%
2016年8月15日	6.6380	6.6441	6.6491	6.6360	0.04%
2016年8月12日	6.6353	6.6428	6.6490	6.6338	0.11%
2016年8月11日	6.6277	6.6309	6.6438	6.6277	-0.16%
2016年8月10日	6.6380	6.6564	6.6564	6.6292	-0.27%
2016年8月9日	6.6557	6.6624	6.6662	6.6549	-0.09%
2016年8月8日	6.6614	6.6602	6.6661	6.6587	0.08%
2016年8月5日	6.6564	6.6423	6.6566	6.6404	0.22%
2016年8月4日	6.6418	6.6350	6.6471	6.6330	0.11%
2016年8月3日	6.6342	6.6261	6.6361	6.6260	0.11%
2016年8月2日	6.6272	6.6454	6.6523	6.6266	-0.25%
2016年8月1日	6.6439	6.6308	6.6441	6.6308	0.10%
2016年7月29日	6.6373	6.6508	6.6561	6.6360	-0.27%
2016年7月28日	6.6554	6.6696	6.6696	6.6546	-0.22%
2016年7月27日	6.6700	6.6710	6.6748	6.6683	-0.03%
2016年7月26日	6.6720	6.6815	6.6824	6.6678	-0.10%
2016年7月25日	6.6785	6.6823	6.6830	6.6760	-0.01%
2016年7月22日	6.6795	6.6770	6.6797	6.6703	0.06%
2016年7月21日	6.6755	6.6780	6.6836	6.6700	-0.03%
2016年7月20日	6.6777	6.6949	6.6949	6.6718	-0.28%
2016年7月19日	6.6963	6.7045	6.7045	6.6920	-0.12%
2016年7月18日	6.7045	6.6932	6.7066	6.6932	0.24%
2016年7月15日	6.6887	6.6818	6.6887	6.6814	0.08%
2016年7月14日	6.6836	6.6875	6.6917	6.6836	-0.04%
2016年7月13日	6.6863	6.6821	6.6955	6.6811	-0.03%
2016年7月12日	6.6885	6.6905	6.6946	6.6836	-0.08%
2016年7月11日	6.6939	6.6872	6.6939	6.6862	0.09%
2016年7月8日	6.6881	6.6851	6.6892	6.6798	0.11%
2016年7月7日	6.6810	6.6870	6.6898	6.6800	-0.18%
2016年7月6日	6.6930	6.6855	6.6977	6.6840	0.20%
2016年7月5日	6.6796	6.6651	6.6799	6.6651	0.21%
2016年7月4日	6.6653	6.6570	6.6688	6.6533	0.14%
2016年7月1日	6.6557	6.6469	6.6623	6.6469	0.12%
2016年6月30日	6.6480	6.6372	6.6563	6.6372	0.17%
2016年6月29日	6.6367	6.6467	6.6557	6.6348	-0.17%
2016年6月28日	6.6481	6.6511	6.6559	6.6445	-0.05%
2016年6月27日	6.6516	6.6390	6.6544	6.6349	0.45%
2016年6月24日	6.6218	6.5868	6.6313	6.5868	0.68%
2016年6月23日	6.5772	6.5762	6.5857	6.5708	-0.00%
2016年6月22日	6.5775	6.5924	6.5954	6.5725	-0.19%
2016年6月21日	6.5903	6.5740	6.5910	6.5730	0.20%
2016年6月20日	6.5770	6.5829	6.5829	6.5724	-0.17%
2016年6月17日	6.5884	6.5934	6.5960	6.5817	-0.05%
2016年6月16日	6.5920	6.5806	6.5930	6.5721	0.15%
2016年6月15日	6.5818	6.6060	6.6076	6.5811	-0.22%
2016年6月14日	6.5965	6.5823	6.5981	6.5823	0.16%
2016年6月13日	6.5857	6.5624	6.5926	6.5624	0.36%
2016年6月10日	6.5619	6.5619	6.5619	6.5619	0.00%
2016年6月9日	6.5619	6.5619	6.5619	6.5619	-0.01%
2016年6月8日	6.5625	6.5732	6.5739	6.5612	-0.14%
2016年6月7日	6.5715	6.5653	6.5739	6.5653	0.12%
2016年6月6日	6.5637	6.5549	6.5689	6.5549	-0.02%
2016年6月3日	6.5648	6.5825	6.5883	6.5648	-0.30%
2016年6月2日	6.5845	6.5772	6.5865	6.5769	0.14%
2016年6月1日	6.5751	6.5840	6.5944	6.5746	-0.12%
2016年5月31日	6.5829	6.5830	6.5889	6.5751	-0.00%
2016年5月30日	6.5832	6.5800	6.5847	6.5762	0.30%
2016年5月27日	6.5633	6.5548	6.5665	6.5544	0.10%
2016年5月26日	6.5570	6.5598	6.5644	6.5525	0.04%
2016年5月25日	6.5541	6.5594	6.5650	6.5541	-0.05%
2016年5月24日	6.5572	6.5515	6.5592	6.5507	0.02%
2016年5月23日	6.5557	6.5442	6.5599	6.5424	0.10%
2016年5月20日	6.5490	6.5463	6.5490	6.5385	0.03%
2016年5月19日	6.5470	6.5455	6.5507	6.5408	0.13%
2016年5月18日	6.5388	6.5253	6.5406	6.5253	0.28%
2016年5月17日	6.5204	6.5222	6.5309	6.5190	-0.01%
2016年5月16日	6.5212	6.5288	6.5332	6.5196	-0.17%
2016年5月13日	6.5320	6.5181	6.5343	6.5181	0.23%
2016年5月12日	6.5168	6.4973	6.5213	6.4973	0.38%
2016年5月11日	6.4920	6.5188	6.5188	6.4920	-0.40%
2016年5月10日	6.5183	6.5173	6.5266	6.5159	0.02%
2016年5月9日	6.5169	6.4979	6.5184	6.4979	0.26%
2016年5月6日	6.5001	6.5069	6.5105	6.4986	-0.05%
2016年5月5日	6.5034	6.5011	6.5095	6.4983	0.13%
2016年5月4日	6.4947	6.4916	6.5066	6.4915	0.05%
2016年5月3日	6.4917	6.4738	6.4917	6.4714	0.27%
2016年5月2日	6.4741	6.4741	6.4741	6.4741	0.00%
2016年4月29日	6.4741	6.4737	6.4882	6.4622	-0.03%
2016年4月28日	6.4759	6.4990	6.5047	6.4756	-0.29%
2016年4月27日	6.4950	6.4880	6.4972	6.4875	0.02%
2016年4月26日	6.4935	6.4896	6.4999	6.4896	0.01%
2016年4月25日	6.4930	6.5089	6.5115	6.4928	-0.12%
2016年4月22日	6.5009	6.4826	6.5009	6.4780	0.29%
2016年4月21日	6.4819	6.4810	6.4856	6.4715	0.17%
2016年4月20日	6.4708	6.4628	6.4733	6.4628	0.20%
2016年4月19日	6.4581	6.4756	6.4781	6.4581	-0.26%
2016年4月18日	6.4752	6.4802	6.4855	6.4752	-0.01%
2016年4月15日	6.4756	6.4826	6.4901	6.4701	-0.11%
2016年4月14日	6.4826	6.4857	6.4898	6.4778	0.06%
2016年4月13日	6.4784	6.4631	6.4784	6.4616	0.20%
2016年4月12日	6.4656	6.4613	6.4726	6.4572	0.09%
2016年4月11日	6.4595	6.4631	6.4745	6.4565	-0.10%
